level,list_-5.0,list_-4.5,list_-4.0,list_-3.5,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0,list_3.5,list_4.0,list_4.5,list_5.0
794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
901,-0.17,-0.14,-0.11,-0.08,-0.06,-0.04,-0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.01,-0.02,-0.04,-0.06,-0.08,-0.11,-0.14,-0.17
902,-0.34,-0.28,-0.22,-0.16,-0.12,-0.08,-0.04,-0.02,0.0,0.0,0.0,0.0,0.0,0.02,-0.04,-0.08,-0.12,-0.16,-0.22,-0.28,-0.34
903,-0.51,-0.42000000000000004,-0.33,-0.24,-0.18,-0.12,-0.06,-0.03,0.0,0.0,0.0,0.0,0.0,0.03,-0.06,-0.12,-0.18,-0.24,-0.33,-0.42000000000000004,-0.51
904,-0.68,-0.56,-0.44,-0.32,-0.24,-0.16,-0.08,-0.04,0.0,0.0,0.0,0.0,0.0,0.04,-0.08,-0.16,-0.24,-0.32,-0.44,-0.56,-0.68
905,-0.8500000000000001,-0.7000000000000001,-0.55,-0.4,-0.3,-0.2,-0.1,-0.05,0.0,0.0,0.0,0.0,0.0,0.05,-0.1,-0.2,-0.3,-0.4,-0.55,-0.7000000000000001,-0.8500000000000001
906,-1.02,-0.8400000000000001,-0.66,-0.48,-0.36,-0.24,-0.12,-0.06,0.0,0.0,0.0,0.0,0.0,0.06,-0.12,-0.24,-0.36,-0.48,-0.66,-0.8400000000000001,-1.02
907,-1.1900000000000002,-0.9800000000000001,-0.77,-0.56,-0.42,-0.28,-0.14,-0.07,0.0,0.0,0.0,0.0,0.0,0.07,-0.14,-0.28,-0.42,-0.56,-0.77,-0.9800000000000001,-1.1900000000000002
908,-1.36,-1.12,-0.88,-0.64,-0.48,-0.32,-0.16,-0.08,0.0,0.0,0.0,0.0,0.0,0.08,-0.16,-0.32,-0.48,-0.64,-0.88,-1.12,-1.36
909,-1.53,-1.2600000000000002,-0.99,-0.72,-0.54,-0.36,-0.18,-0.09,0.0,0.0,0.0,0.0,0.0,0.09,-0.18,-0.36,-0.54,-0.72,-0.99,-1.2600000000000002,-1.53
910,-1.7000000000000002,-1.4000000000000001,-1.1,-0.8,-0.6,-0.4,-0.2,-0.1,0.0,0.0,0.0,0.0,0.0,0.1,-0.2,-0.4,-0.6,-0.8,-1.1,-1.4000000000000001,-1.7000000000000002
911,-1.87,-1.54,-1.21,-0.88,-0.6599999999999999,-0.44,-0.22,-0.11,0.0,0.0,0.0,0.0,0.0,0.11,-0.22,-0.44,-0.6599999999999999,-0.88,-1.21,-1.54,-1.87
912,-2.04,-1.6800000000000002,-1.32,-0.96,-0.72,-0.48,-0.24,-0.12,0.0,0.0,0.0,0.0,0.0,0.12,-0.24,-0.48,-0.72,-0.96,-1.32,-1.6800000000000002,-2.04
913,-2.21,-1.8200000000000003,-1.43,-1.04,-0.78,-0.52,-0.26,-0.13,0.0,0.0,0.0,0.0,0.0,0.13,-0.26,-0.52,-0.78,-1.04,-1.43,-1.8200000000000003,-2.21
914,-2.3800000000000003,-1.9600000000000002,-1.54,-1.12,-0.84,-0.56,-0.28,-0.14,0.0,0.0,0.0,0.0,0.0,0.14,-0.28,-0.56,-0.84,-1.12,-1.54,-1.9600000000000002,-2.3800000000000003
915,-2.5500000000000003,-2.1,-1.65,-1.2,-0.8999999999999999,-0.6,-0.3,-0.15,0.0,0.0,0.0,0.0,0.0,0.15,-0.3,-0.6,-0.8999999999999999,-1.2,-1.65,-2.1,-2.5500000000000003
916,-2.72,-2.24,-1.76,-1.28,-0.96,-0.64,-0.32,-0.16,0.0,0.0,0.0,0.0,0.0,0.16,-0.32,-0.64,-0.96,-1.28,-1.76,-2.24,-2.72
917,-2.89,-2.3800000000000003,-1.87,-1.36,-1.02,-0.68,-0.34,-0.17,0.0,0.0,0.0,0.0,0.0,0.17,-0.34,-0.68,-1.02,-1.36,-1.87,-2.3800000000000003,-2.89
918,-3.06,-2.5200000000000005,-1.98,-1.44,-1.08,-0.72,-0.36,-0.18,0.0,0.0,0.0,0.0,0.0,0.18,-0.36,-0.72,-1.08,-1.44,-1.98,-2.5200000000000005,-3.06
919,-3.2300000000000004,-2.66,-2.09,-1.52,-1.14,-0.76,-0.38,-0.19,0.0,0.0,0.0,0.0,0.0,0.19,-0.38,-0.76,-1.14,-1.52,-2.09,-2.66,-3.2300000000000004
920,-3.4000000000000004,-2.8000000000000003,-2.2,-1.6,-1.2,-0.8,-0.4,-0.2,0.0,0.0,0.0,0.0,0.0,0.2,-0.4,-0.8,-1.2,-1.6,-2.2,-2.8000000000000003,-3.4000000000000004
921,-3.5700000000000003,-2.9400000000000004,-2.31,-1.68,-1.26,-0.84,-0.42,-0.21,0.0,0.0,0.0,0.0,0.0,0.21,-0.42,-0.84,-1.26,-1.68,-2.31,-2.9400000000000004,-3.5700000000000003
922,-3.74,-3.08,-2.42,-1.76,-1.3199999999999998,-0.88,-0.44,-0.22,0.0,0.0,0.0,0.0,0.0,0.22,-0.44,-0.88,-1.3199999999999998,-1.76,-2.42,-3.08,-3.74
923,-3.91,-3.22,-2.53,-1.84,-1.38,-0.92,-0.46,-0.23,0.0,0.0,0.0,0.0,0.0,0.23,-0.46,-0.92,-1.38,-1.84,-2.53,-3.22,-3.91
924,-4.08,-3.3600000000000003,-2.64,-1.92,-1.44,-0.96,-0.48,-0.24,0.0,0.0,0.0,0.0,0.0,0.24,-0.48,-0.96,-1.44,-1.92,-2.64,-3.3600000000000003,-4.08
925,-4.25,-3.5000000000000004,-2.75,-2.0,-1.5,-1.0,-0.5,-0.25,0.0,0.0,0.0,0.0,0.0,0.25,-0.5,-1.0,-1.5,-2.0,-2.75,-3.5000000000000004,-4.25
926,-4.42,-3.6400000000000006,-2.86,-2.08,-1.56,-1.04,-0.52,-0.26,0.0,0.0,0.0,0.0,0.0,0.26,-0.52,-1.04,-1.56,-2.08,-2.86,-3.6400000000000006,-4.42
927,-4.590000000000001,-3.7800000000000002,-2.97,-2.16,-1.6199999999999999,-1.08,-0.54,-0.27,0.0,0.0,0.0,0.0,0.0,0.27,-0.54,-1.08,-1.6199999999999999,-2.16,-2.97,-3.7800000000000002,-4.590000000000001
928,-4.760000000000001,-3.9200000000000004,-3.08,-2.24,-1.68,-1.12,-0.56,-0.28,0.0,0.0,0.0,0.0,0.0,0.28,-0.56,-1.12,-1.68,-2.24,-3.08,-3.9200000000000004,-4.760000000000001
929,-4.930000000000001,-4.0600000000000005,-3.19,-2.32,-1.74,-1.16,-0.58,-0.29,0.0,0.0,0.0,0.0,0.0,0.29,-0.58,-1.16,-1.74,-2.32,-3.19,-4.0600000000000005,-4.930000000000001
930,-5.1000000000000005,-4.2,-3.3,-2.4,-1.7999999999999998,-1.2,-0.6,-0.3,0.0,0.0,0.0,0.0,0.0,0.3,-0.6,-1.2,-1.7999999999999998,-2.4,-3.3,-4.2,-5.1000000000000005
931,-5.2700000000000005,-4.340000000000001,-3.41,-2.48,-1.8599999999999999,-1.24,-0.62,-0.31,0.0,0.0,0.0,0.0,0.0,0.31,-0.62,-1.24,-1.8599999999999999,-2.48,-3.41,-4.340000000000001,-5.2700000000000005
932,-5.44,-4.48,-3.52,-2.56,-1.92,-1.28,-0.64,-0.32,0.0,0.0,0.0,0.0,0.0,0.32,-0.64,-1.28,-1.92,-2.56,-3.52,-4.48,-5.44
933,-5.61,-4.62,-3.63,-2.64,-1.98,-1.32,-0.66,-0.33,0.0,0.0,0.0,0.0,0.0,0.33,-0.66,-1.32,-1.98,-2.64,-3.63,-4.62,-5.61
934,-5.78,-4.760000000000001,-3.74,-2.72,-2.04,-1.36,-0.68,-0.34,0.0,0.0,0.0,0.0,0.0,0.34,-0.68,-1.36,-2.04,-2.72,-3.74,-4.760000000000001,-5.78
935,-5.95,-4.9,-3.85,-2.8000000000000003,-2.1,-1.4000000000000001,-0.7000000000000001,-0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,-0.7000000000000001,-1.4000000000000001,-2.1,-2.8000000000000003,-3.85,-4.9,-5.95
936,-6.12,-5.040000000000001,-3.96,-2.88,-2.16,-1.44,-0.72,-0.36,0.0,0.0,0.0,0.0,0.0,0.36,-0.72,-1.44,-2.16,-2.88,-3.96,-5.040000000000001,-6.12
937,-6.29,-5.180000000000001,-4.07,-2.96,-2.2199999999999998,-1.48,-0.74,-0.37,0.0,0.0,0.0,0.0,0.0,0.37,-0.74,-1.48,-2.2199999999999998,-2.96,-4.07,-5.180000000000001,-6.29
938,-6.460000000000001,-5.32,-4.18,-3.04,-2.28,-1.52,-0.76,-0.38,0.0,0.0,0.0,0.0,0.0,0.38,-0.76,-1.52,-2.28,-3.04,-4.18,-5.32,-6.460000000000001
939,-6.630000000000001,-5.460000000000001,-4.29,-3.12,-2.34,-1.56,-0.78,-0.39,0.0,0.0,0.0,0.0,0.0,0.39,-0.78,-1.56,-2.34,-3.12,-4.29,-5.460000000000001,-6.630000000000001
940,-6.800000000000001,-5.6000000000000005,-4.4,-3.2,-2.4,-1.6,-0.8,-0.4,0.0,0.0,0.0,0.0,0.0,0.4,-0.8,-1.6,-2.4,-3.2,-4.4,-5.6000000000000005,-6.800000000000001
