level,list_-5.0,list_-4.5,list_-4.0,list_-3.5,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0,list_3.5,list_4.0,list_4.5,list_5.0
433,32.08,26.4,20.72,15.71,11.030000000000001,7.6899999999999995,4.68,3.01,1.3399999999999999,0.0,0.0,0.0,1.3399999999999999,3.01,4.68,7.6899999999999995,11.030000000000001,15.71,20.72,26.4,32.08
434,31.84,26.2,20.56,15.58,10.94,7.619999999999999,4.64,2.98,1.3199999999999998,0.0,0.0,0.0,1.3199999999999998,2.98,4.64,7.619999999999999,10.94,15.58,20.56,26.2,31.84
435,31.6,26.0,20.4,15.45,10.85,7.55,4.6,2.95,1.2999999999999998,0.0,0.0,0.0,1.2999999999999998,2.95,4.6,7.55,10.85,15.45,20.4,26.0,31.6
436,31.36,25.8,20.240000000000002,15.32,10.76,7.4799999999999995,4.5600000000000005,2.92,1.28,0.0,0.0,0.0,1.28,2.92,4.5600000000000005,7.4799999999999995,10.76,15.32,20.240000000000002,25.8,31.36
437,31.12,25.6,20.08,15.19,10.67,7.41,4.52,2.89,1.26,0.0,0.0,0.0,1.26,2.89,4.52,7.41,10.67,15.19,20.08,25.6,31.12
438,30.880000000000003,25.4,19.92,15.059999999999999,10.58,7.34,4.48,2.8600000000000003,1.24,0.0,0.0,0.0,1.24,2.8600000000000003,4.48,7.34,10.58,15.059999999999999,19.92,25.4,30.880000000000003
439,30.64,25.2,19.759999999999998,14.93,10.49,7.27,4.4399999999999995,2.83,1.22,0.0,0.0,0.0,1.22,2.83,4.4399999999999995,7.27,10.49,14.93,19.759999999999998,25.2,30.64
440,30.4,25.0,19.6,14.8,10.4,7.199999999999999,4.4,2.8,1.2,0.0,0.0,0.0,1.2,2.8,4.4,7.199999999999999,10.4,14.8,19.6,25.0,30.4
441,30.16,24.799999999999997,19.439999999999998,14.67,10.31,7.13,4.359999999999999,2.77,1.18,0.0,0.0,0.0,1.18,2.77,4.359999999999999,7.13,10.31,14.67,19.439999999999998,24.799999999999997,30.16
442,29.92,24.6,19.28,14.54,10.22,7.06,4.32,2.74,1.1600000000000001,0.0,0.0,0.0,1.1600000000000001,2.74,4.32,7.06,10.22,14.54,19.28,24.6,29.92
443,29.68,24.4,19.12,14.41,10.13,6.99,4.28,2.71,1.1400000000000001,0.0,0.0,0.0,1.1400000000000001,2.71,4.28,6.99,10.13,14.41,19.12,24.4,29.68
444,29.44,24.2,18.96,14.28,10.04,6.92,4.24,2.68,1.12,0.0,0.0,0.0,1.12,2.68,4.24,6.92,10.04,14.28,18.96,24.2,29.44
445,29.200000000000003,24.0,18.8,14.149999999999999,9.95,6.85,4.2,2.6500000000000004,1.1,0.0,0.0,0.0,1.1,2.6500000000000004,4.2,6.85,9.95,14.149999999999999,18.8,24.0,29.200000000000003
446,28.96,23.799999999999997,18.64,14.02,9.86,6.779999999999999,4.16,2.62,1.08,0.0,0.0,0.0,1.08,2.62,4.16,6.779999999999999,9.86,14.02,18.64,23.799999999999997,28.96
447,28.72,23.6,18.48,13.89,9.77,6.709999999999999,4.12,2.59,1.06,0.0,0.0,0.0,1.06,2.59,4.12,6.709999999999999,9.77,13.89,18.48,23.6,28.72
448,28.48,23.4,18.32,13.76,9.68,6.64,4.08,2.56,1.04,0.0,0.0,0.0,1.04,2.56,4.08,6.64,9.68,13.76,18.32,23.4,28.48
449,28.240000000000002,23.2,18.16,13.629999999999999,9.59,6.57,4.04,2.5300000000000002,1.02,0.0,0.0,0.0,1.02,2.5300000000000002,4.04,6.57,9.59,13.629999999999999,18.16,23.2,28.240000000000002
450,28.0,23.0,18.0,13.5,9.5,6.5,4.0,2.5,1.0,0.0,0.0,0.0,1.0,2.5,4.0,6.5,9.5,13.5,18.0,23.0,28.0
451,27.759999999999998,22.799999999999997,17.84,13.370000000000001,9.41,6.43,3.96,2.4699999999999998,0.98,0.0,0.0,0.0,0.98,2.4699999999999998,3.96,6.43,9.41,13.370000000000001,17.84,22.799999999999997,27.759999999999998
452,27.52,22.6,17.68,13.24,9.32,6.359999999999999,3.92,2.44,0.96,0.0,0.0,0.0,0.96,2.44,3.92,6.359999999999999,9.32,13.24,17.68,22.6,27.52
453,27.28,22.4,17.52,13.11,9.23,6.289999999999999,3.88,2.41,0.94,0.0,0.0,0.0,0.94,2.41,3.88,6.289999999999999,9.23,13.11,17.52,22.4,27.28
454,27.04,22.2,17.36,12.98,9.14,6.22,3.84,2.38,0.9199999999999999,0.0,0.0,0.0,0.9199999999999999,2.38,3.84,6.22,9.14,12.98,17.36,22.2,27.04
455,26.8,22.0,17.2,12.85,9.05,6.1499999999999995,3.8,2.35,0.8999999999999999,0.0,0.0,0.0,0.8999999999999999,2.35,3.8,6.1499999999999995,9.05,12.85,17.2,22.0,26.8
456,26.560000000000002,21.799999999999997,17.04,12.719999999999999,8.96,6.08,3.76,2.3200000000000003,0.8799999999999999,0.0,0.0,0.0,0.8799999999999999,2.3200000000000003,3.76,6.08,8.96,12.719999999999999,17.04,21.799999999999997,26.560000000000002
457,26.32,21.6,16.88,12.59,8.870000000000001,6.01,3.7199999999999998,2.29,0.8599999999999999,0.0,0.0,0.0,0.8599999999999999,2.29,3.7199999999999998,6.01,8.870000000000001,12.59,16.88,21.6,26.32
458,26.08,21.4,16.72,12.46,8.780000000000001,5.9399999999999995,3.68,2.26,0.8400000000000001,0.0,0.0,0.0,0.8400000000000001,2.26,3.68,5.9399999999999995,8.780000000000001,12.46,16.72,21.4,26.08
459,25.84,21.2,16.560000000000002,12.33,8.690000000000001,5.869999999999999,3.64,2.23,0.8200000000000001,0.0,0.0,0.0,0.8200000000000001,2.23,3.64,5.869999999999999,8.690000000000001,12.33,16.560000000000002,21.2,25.84
460,25.6,21.0,16.4,12.2,8.600000000000001,5.8,3.6,2.2,0.8,0.0,0.0,0.0,0.8,2.2,3.6,5.8,8.600000000000001,12.2,16.4,21.0,25.6
461,25.36,20.799999999999997,16.240000000000002,12.07,8.51,5.7299999999999995,3.56,2.17,0.78,0.0,0.0,0.0,0.78,2.17,3.56,5.7299999999999995,8.51,12.07,16.240000000000002,20.799999999999997,25.36
462,25.12,20.6,16.08,11.94,8.42,5.659999999999999,3.52,2.14,0.76,0.0,0.0,0.0,0.76,2.14,3.52,5.659999999999999,8.42,11.94,16.08,20.6,25.12
463,24.880000000000003,20.4,15.92,11.81,8.33,5.59,3.48,2.1100000000000003,0.74,0.0,0.0,0.0,0.74,2.1100000000000003,3.48,5.59,8.33,11.81,15.92,20.4,24.880000000000003
464,24.64,20.2,15.76,11.68,8.24,5.52,3.44,2.08,0.72,0.0,0.0,0.0,0.72,2.08,3.44,5.52,8.24,11.68,15.76,20.2,24.64
465,24.4,20.0,15.6,11.549999999999999,8.15,5.449999999999999,3.4,2.05,0.7,0.0,0.0,0.0,0.7,2.05,3.4,5.449999999999999,8.15,11.549999999999999,15.6,20.0,24.4
466,24.16,19.799999999999997,15.44,11.42,8.06,5.38,3.36,2.02,0.6799999999999999,0.0,0.0,0.0,0.6799999999999999,2.02,3.36,5.38,8.06,11.42,15.44,19.799999999999997,24.16
467,23.92,19.6,15.28,11.29,7.970000000000001,5.31,3.32,1.9900000000000002,0.6599999999999999,0.0,0.0,0.0,0.6599999999999999,1.9900000000000002,3.32,5.31,7.970000000000001,11.29,15.28,19.6,23.92
468,23.68,19.4,15.12,11.16,7.88,5.239999999999999,3.28,1.96,0.6399999999999999,0.0,0.0,0.0,0.6399999999999999,1.96,3.28,5.239999999999999,7.88,11.16,15.12,19.4,23.68
469,23.44,19.2,14.959999999999999,11.03,7.79,5.17,3.2399999999999998,1.9300000000000002,0.6199999999999999,0.0,0.0,0.0,0.6199999999999999,1.9300000000000002,3.2399999999999998,5.17,7.79,11.03,14.959999999999999,19.2,23.44
470,23.2,19.0,14.799999999999999,10.9,7.7,5.1,3.1999999999999997,1.9,0.5999999999999999,0.0,0.0,0.0,0.5999999999999999,1.9,3.1999999999999997,5.1,7.7,10.9,14.799999999999999,19.0,23.2
471,22.96,18.799999999999997,14.64,10.77,7.61,5.029999999999999,3.16,1.87,0.5800000000000001,0.0,0.0,0.0,0.5800000000000001,1.87,3.16,5.029999999999999,7.61,10.77,14.64,18.799999999999997,22.96
472,22.72,18.6,14.48,10.64,7.5200000000000005,4.959999999999999,3.12,1.8399999999999999,0.56,0.0,0.0,0.0,0.56,1.8399999999999999,3.12,4.959999999999999,7.5200000000000005,10.64,14.48,18.6,22.72
473,22.48,18.4,14.32,10.51,7.430000000000001,4.89,3.08,1.81,0.54,0.0,0.0,0.0,0.54,1.81,3.08,4.89,7.430000000000001,10.51,14.32,18.4,22.48
474,22.240000000000002,18.2,14.16,10.379999999999999,7.34,4.819999999999999,3.04,1.7800000000000002,0.52,0.0,0.0,0.0,0.52,1.7800000000000002,3.04,4.819999999999999,7.34,10.379999999999999,14.16,18.2,22.240000000000002
475,22.0,18.0,14.0,10.25,7.25,4.749999999999999,3.0,1.75,0.5,0.0,0.0,0.0,0.5,1.75,3.0,4.749999999999999,7.25,10.25,14.0,18.0,22.0
476,21.76,17.799999999999997,13.84,10.12,7.16,4.68,2.96,1.7200000000000002,0.48,0.0,0.0,0.0,0.48,1.7200000000000002,2.96,4.68,7.16,10.12,13.84,17.799999999999997,21.76
477,21.52,17.6,13.68,9.99,7.07,4.609999999999999,2.92,1.69,0.45999999999999996,0.0,0.0,0.0,0.45999999999999996,1.69,2.92,4.609999999999999,7.07,9.99,13.68,17.6,21.52
478,21.28,17.4,13.52,9.86,6.98,4.539999999999999,2.88,1.6600000000000001,0.43999999999999995,0.0,0.0,0.0,0.43999999999999995,1.6600000000000001,2.88,4.539999999999999,6.98,9.86,13.52,17.4,21.28
479,21.04,17.2,13.36,9.73,6.890000000000001,4.47,2.84,1.63,0.41999999999999993,0.0,0.0,0.0,0.41999999999999993,1.63,2.84,4.47,6.890000000000001,9.73,13.36,17.2,21.04
480,20.8,17.0,13.2,9.6,6.800000000000001,4.3999999999999995,2.8,1.6,0.3999999999999999,0.0,0.0,0.0,0.3999999999999999,1.6,2.8,4.3999999999999995,6.800000000000001,9.6,13.2,17.0,20.8
481,20.560000000000002,16.8,13.04,9.469999999999999,6.71,4.329999999999999,2.76,1.5700000000000003,0.3799999999999999,0.0,0.0,0.0,0.3799999999999999,1.5700000000000003,2.76,4.329999999999999,6.71,9.469999999999999,13.04,16.8,20.560000000000002
482,20.32,16.599999999999998,12.879999999999999,9.34,6.62,4.26,2.7199999999999998,1.54,0.3599999999999999,0.0,0.0,0.0,0.3599999999999999,1.54,2.7199999999999998,4.26,6.62,9.34,12.879999999999999,16.599999999999998,20.32
483,20.080000000000002,16.4,12.719999999999999,9.209999999999999,6.53,4.1899999999999995,2.6799999999999997,1.5100000000000002,0.33999999999999986,0.0,0.0,0.0,0.33999999999999986,1.5100000000000002,2.6799999999999997,4.1899999999999995,6.53,9.209999999999999,12.719999999999999,16.4,20.080000000000002
484,19.84,16.2,12.56,9.08,6.44,4.119999999999999,2.64,1.48,0.32000000000000006,0.0,0.0,0.0,0.32000000000000006,1.48,2.64,4.119999999999999,6.44,9.08,12.56,16.2,19.84
485,19.6,16.0,12.4,8.95,6.3500000000000005,4.05,2.6,1.4500000000000002,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,1.4500000000000002,2.6,4.05,6.3500000000000005,8.95,12.4,16.0,19.6
486,19.36,15.8,12.24,8.82,6.260000000000001,3.9799999999999995,2.56,1.42,0.28,0.0,0.0,0.0,0.28,1.42,2.56,3.9799999999999995,6.260000000000001,8.82,12.24,15.8,19.36
487,19.12,15.599999999999998,12.08,8.69,6.17,3.9099999999999993,2.52,1.3900000000000001,0.26,0.0,0.0,0.0,0.26,1.3900000000000001,2.52,3.9099999999999993,6.17,8.69,12.08,15.599999999999998,19.12
488,18.880000000000003,15.399999999999999,11.92,8.559999999999999,6.08,3.84,2.48,1.3600000000000003,0.24,0.0,0.0,0.0,0.24,1.3600000000000003,2.48,3.84,6.08,8.559999999999999,11.92,15.399999999999999,18.880000000000003
489,18.64,15.2,11.76,8.43,5.99,3.7699999999999996,2.44,1.33,0.21999999999999997,0.0,0.0,0.0,0.21999999999999997,1.33,2.44,3.7699999999999996,5.99,8.43,11.76,15.2,18.64
490,18.400000000000002,15.0,11.6,8.299999999999999,5.9,3.6999999999999993,2.4,1.3000000000000003,0.19999999999999996,0.0,0.0,0.0,0.19999999999999996,1.3000000000000003,2.4,3.6999999999999993,5.9,8.299999999999999,11.6,15.0,18.400000000000002
491,18.16,14.8,11.44,8.17,5.8100000000000005,3.629999999999999,2.36,1.27,0.17999999999999994,0.0,0.0,0.0,0.17999999999999994,1.27,2.36,3.629999999999999,5.8100000000000005,8.17,11.44,14.8,18.16
492,17.92,14.599999999999998,11.28,8.04,5.720000000000001,3.5599999999999996,2.32,1.2400000000000002,0.15999999999999992,0.0,0.0,0.0,0.15999999999999992,1.2400000000000002,2.32,3.5599999999999996,5.720000000000001,8.04,11.28,14.599999999999998,17.92
493,17.68,14.399999999999999,11.12,7.91,5.630000000000001,3.4899999999999993,2.28,1.21,0.1399999999999999,0.0,0.0,0.0,0.1399999999999999,1.21,2.28,3.4899999999999993,5.630000000000001,7.91,11.12,14.399999999999999,17.68
494,17.44,14.2,10.959999999999999,7.779999999999999,5.540000000000001,3.419999999999999,2.2399999999999998,1.1800000000000002,0.11999999999999988,0.0,0.0,0.0,0.11999999999999988,1.1800000000000002,2.2399999999999998,3.419999999999999,5.540000000000001,7.779999999999999,10.959999999999999,14.2,17.44
495,17.2,14.0,10.799999999999999,7.65,5.450000000000001,3.3499999999999996,2.1999999999999997,1.15,0.09999999999999987,0.0,0.0,0.0,0.09999999999999987,1.15,2.1999999999999997,3.3499999999999996,5.450000000000001,7.65,10.799999999999999,14.0,17.2
496,16.96,13.799999999999997,10.64,7.52,5.359999999999999,3.2799999999999994,2.16,1.12,0.08000000000000007,0.0,0.0,0.0,0.08000000000000007,1.12,2.16,3.2799999999999994,5.359999999999999,7.52,10.64,13.799999999999997,16.96
497,16.720000000000002,13.599999999999998,10.48,7.389999999999999,5.27,3.209999999999999,2.12,1.0900000000000003,0.06000000000000005,0.0,0.0,0.0,0.06000000000000005,1.0900000000000003,2.12,3.209999999999999,5.27,7.389999999999999,10.48,13.599999999999998,16.720000000000002
498,16.48,13.399999999999999,10.32,7.26,5.18,3.1399999999999997,2.08,1.06,0.040000000000000036,0.0,0.0,0.0,0.040000000000000036,1.06,2.08,3.1399999999999997,5.18,7.26,10.32,13.399999999999999,16.48
499,16.240000000000002,13.2,10.16,7.129999999999999,5.09,3.0699999999999994,2.04,1.0300000000000002,0.020000000000000018,0.0,0.0,0.0,0.020000000000000018,1.0300000000000002,2.04,3.0699999999999994,5.09,7.129999999999999,10.16,13.2,16.240000000000002
500,16.0,13.0,10.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,7.0,10.0,13.0,16.0
501,15.84,12.87,9.9,6.93,4.95,2.97,1.98,0.99,0.0,0.0,0.0,0.0,0.0,0.99,1.98,2.97,4.95,6.93,9.9,12.87,15.84
502,15.68,12.74,9.8,6.86,4.9,2.94,1.96,0.98,0.0,0.0,0.0,0.0,0.0,0.98,1.96,2.94,4.9,6.86,9.8,12.74,15.68
503,15.52,12.61,9.7,6.79,4.85,2.91,1.94,0.97,0.0,0.0,0.0,0.0,0.0,0.97,1.94,2.91,4.85,6.79,9.7,12.61,15.52
504,15.36,12.48,9.6,6.72,4.8,2.88,1.92,0.96,0.0,0.0,0.0,0.0,0.0,0.96,1.92,2.88,4.8,6.72,9.6,12.48,15.36
505,15.2,12.35,9.5,6.65,4.75,2.85,1.9,0.95,0.0,0.0,0.0,0.0,0.0,0.95,1.9,2.85,4.75,6.65,9.5,12.35,15.2
506,15.04,12.22,9.4,6.58,4.7,2.82,1.88,0.94,0.0,0.0,0.0,0.0,0.0,0.94,1.88,2.82,4.7,6.58,9.4,12.22,15.04
507,14.879999999999999,12.09,9.3,6.51,4.65,2.79,1.8599999999999999,0.9299999999999999,0.0,0.0,0.0,0.0,0.0,0.9299999999999999,1.8599999999999999,2.79,4.65,6.51,9.3,12.09,14.879999999999999
508,14.72,11.96,9.2,6.4399999999999995,4.6,2.76,1.84,0.92,0.0,0.0,0.0,0.0,0.0,0.92,1.84,2.76,4.6,6.4399999999999995,9.2,11.96,14.72
509,14.56,11.83,9.1,6.37,4.55,2.73,1.82,0.91,0.0,0.0,0.0,0.0,0.0,0.91,1.82,2.73,4.55,6.37,9.1,11.83,14.56
510,14.4,11.7,9.0,6.3,4.5,2.7,1.8,0.9,0.0,0.0,0.0,0.0,0.0,0.9,1.8,2.7,4.5,6.3,9.0,11.7,14.4
511,14.24,11.57,8.9,6.23,4.45,2.67,1.78,0.89,0.0,0.0,0.0,0.0,0.0,0.89,1.78,2.67,4.45,6.23,8.9,11.57,14.24
512,14.08,11.44,8.8,6.16,4.4,2.64,1.76,0.88,0.0,0.0,0.0,0.0,0.0,0.88,1.76,2.64,4.4,6.16,8.8,11.44,14.08
513,13.92,11.31,8.7,6.09,4.35,2.61,1.74,0.87,0.0,0.0,0.0,0.0,0.0,0.87,1.74,2.61,4.35,6.09,8.7,11.31,13.92
514,13.76,11.18,8.6,6.02,4.3,2.58,1.72,0.86,0.0,0.0,0.0,0.0,0.0,0.86,1.72,2.58,4.3,6.02,8.6,11.18,13.76
515,13.6,11.05,8.5,5.95,4.25,2.55,1.7,0.85,0.0,0.0,0.0,0.0,0.0,0.85,1.7,2.55,4.25,5.95,8.5,11.05,13.6
516,13.44,10.92,8.4,5.88,4.2,2.52,1.68,0.84,0.0,0.0,0.0,0.0,0.0,0.84,1.68,2.52,4.2,5.88,8.4,10.92,13.44
517,13.28,10.79,8.3,5.81,4.15,2.49,1.66,0.83,0.0,0.0,0.0,0.0,0.0,0.83,1.66,2.49,4.15,5.81,8.3,10.79,13.28
518,13.120000000000001,10.66,8.2,5.74,4.1,2.46,1.6400000000000001,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.8200000000000001,1.6400000000000001,2.46,4.1,5.74,8.2,10.66,13.120000000000001
519,12.96,10.53,8.1,5.67,4.05,2.43,1.62,0.81,0.0,0.0,0.0,0.0,0.0,0.81,1.62,2.43,4.05,5.67,8.1,10.53,12.96
520,12.8,10.4,8.0,5.6,4.0,2.4,1.6,0.8,0.0,0.0,0.0,0.0,0.0,0.8,1.6,2.4,4.0,5.6,8.0,10.4,12.8
521,12.64,10.27,7.9,5.529999999999999,3.95,2.37,1.58,0.79,0.0,0.0,0.0,0.0,0.0,0.79,1.58,2.37,3.95,5.529999999999999,7.9,10.27,12.64
522,12.48,10.14,7.8,5.46,3.9,2.34,1.56,0.78,0.0,0.0,0.0,0.0,0.0,0.78,1.56,2.34,3.9,5.46,7.8,10.14,12.48
523,12.32,10.01,7.699999999999999,5.39,3.8499999999999996,2.31,1.54,0.77,0.0,0.0,0.0,0.0,0.0,0.77,1.54,2.31,3.8499999999999996,5.39,7.699999999999999,10.01,12.32
524,12.16,9.879999999999999,7.6,5.32,3.8,2.2800000000000002,1.52,0.76,0.0,0.0,0.0,0.0,0.0,0.76,1.52,2.2800000000000002,3.8,5.32,7.6,9.879999999999999,12.16
525,12.0,9.75,7.5,5.25,3.75,2.25,1.5,0.75,0.0,0.0,0.0,0.0,0.0,0.75,1.5,2.25,3.75,5.25,7.5,9.75,12.0
526,11.84,9.620000000000001,7.4,5.18,3.7,2.2199999999999998,1.48,0.74,0.0,0.0,0.0,0.0,0.0,0.74,1.48,2.2199999999999998,3.7,5.18,7.4,9.620000000000001,11.84
527,11.68,9.49,7.3,5.109999999999999,3.65,2.19,1.46,0.73,0.0,0.0,0.0,0.0,0.0,0.73,1.46,2.19,3.65,5.109999999999999,7.3,9.49,11.68
528,11.52,9.36,7.199999999999999,5.04,3.5999999999999996,2.16,1.44,0.72,0.0,0.0,0.0,0.0,0.0,0.72,1.44,2.16,3.5999999999999996,5.04,7.199999999999999,9.36,11.52
529,11.36,9.23,7.1,4.97,3.55,2.13,1.42,0.71,0.0,0.0,0.0,0.0,0.0,0.71,1.42,2.13,3.55,4.97,7.1,9.23,11.36
530,11.2,9.1,7.0,4.9,3.5,2.1,1.4,0.7,0.0,0.0,0.0,0.0,0.0,0.7,1.4,2.1,3.5,4.9,7.0,9.1,11.2
531,11.04,8.969999999999999,6.9,4.83,3.45,2.0700000000000003,1.38,0.69,0.0,0.0,0.0,0.0,0.0,0.69,1.38,2.0700000000000003,3.45,4.83,6.9,8.969999999999999,11.04
532,10.879999999999999,8.84,6.8,4.76,3.4,2.04,1.3599999999999999,0.6799999999999999,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,1.3599999999999999,2.04,3.4,4.76,6.8,8.84,10.879999999999999
533,10.719999999999999,8.71,6.699999999999999,4.6899999999999995,3.3499999999999996,2.01,1.3399999999999999,0.6699999999999999,0.0,0.0,0.0,0.0,0.0,0.6699999999999999,1.3399999999999999,2.01,3.3499999999999996,4.6899999999999995,6.699999999999999,8.71,10.719999999999999
534,10.559999999999999,8.58,6.6,4.619999999999999,3.3,1.98,1.3199999999999998,0.6599999999999999,0.0,0.0,0.0,0.0,0.0,0.6599999999999999,1.3199999999999998,1.98,3.3,4.619999999999999,6.6,8.58,10.559999999999999
535,10.399999999999999,8.45,6.5,4.55,3.25,1.95,1.2999999999999998,0.6499999999999999,0.0,0.0,0.0,0.0,0.0,0.6499999999999999,1.2999999999999998,1.95,3.25,4.55,6.5,8.45,10.399999999999999
536,10.24,8.32,6.4,4.4799999999999995,3.2,1.92,1.28,0.64,0.0,0.0,0.0,0.0,0.0,0.64,1.28,1.92,3.2,4.4799999999999995,6.4,8.32,10.24
537,10.08,8.19,6.3,4.41,3.15,1.8900000000000001,1.26,0.63,0.0,0.0,0.0,0.0,0.0,0.63,1.26,1.8900000000000001,3.15,4.41,6.3,8.19,10.08
538,9.92,8.059999999999999,6.199999999999999,4.34,3.0999999999999996,1.86,1.24,0.62,0.0,0.0,0.0,0.0,0.0,0.62,1.24,1.86,3.0999999999999996,4.34,6.199999999999999,8.059999999999999,9.92
539,9.76,7.93,6.1,4.27,3.05,1.83,1.22,0.61,0.0,0.0,0.0,0.0,0.0,0.61,1.22,1.83,3.05,4.27,6.1,7.93,9.76
540,9.6,7.8,6.0,4.199999999999999,3.0,1.8,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.6,1.2,1.8,3.0,4.199999999999999,6.0,7.8,9.6
541,9.44,7.67,5.8999999999999995,4.13,2.9499999999999997,1.77,1.18,0.59,0.0,0.0,0.0,0.0,0.0,0.59,1.18,1.77,2.9499999999999997,4.13,5.8999999999999995,7.67,9.44
542,9.280000000000001,7.54,5.8,4.06,2.9,1.74,1.1600000000000001,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,1.1600000000000001,1.74,2.9,4.06,5.8,7.54,9.280000000000001
543,9.120000000000001,7.41,5.7,3.9899999999999998,2.85,1.71,1.1400000000000001,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,1.1400000000000001,1.71,2.85,3.9899999999999998,5.7,7.41,9.120000000000001
544,8.96,7.279999999999999,5.6,3.92,2.8,1.6800000000000002,1.12,0.56,0.0,0.0,0.0,0.0,0.0,0.56,1.12,1.6800000000000002,2.8,3.92,5.6,7.279999999999999,8.96
545,8.8,7.1499999999999995,5.5,3.8499999999999996,2.75,1.6500000000000001,1.1,0.55,0.0,0.0,0.0,0.0,0.0,0.55,1.1,1.6500000000000001,2.75,3.8499999999999996,5.5,7.1499999999999995,8.8
546,8.64,7.02,5.3999999999999995,3.78,2.6999999999999997,1.62,1.08,0.54,0.0,0.0,0.0,0.0,0.0,0.54,1.08,1.62,2.6999999999999997,3.78,5.3999999999999995,7.02,8.64
547,8.48,6.89,5.3,3.7099999999999995,2.65,1.59,1.06,0.53,0.0,0.0,0.0,0.0,0.0,0.53,1.06,1.59,2.65,3.7099999999999995,5.3,6.89,8.48
548,8.32,6.76,5.199999999999999,3.6399999999999997,2.5999999999999996,1.56,1.04,0.52,0.0,0.0,0.0,0.0,0.0,0.52,1.04,1.56,2.5999999999999996,3.6399999999999997,5.199999999999999,6.76,8.32
549,8.16,6.63,5.1,3.57,2.55,1.53,1.02,0.51,0.0,0.0,0.0,0.0,0.0,0.51,1.02,1.53,2.55,3.57,5.1,6.63,8.16
550,8.0,6.5,5.0,3.4999999999999996,2.5,1.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,2.5,3.4999999999999996,5.0,6.5,8.0
551,7.84,6.37,4.8999999999999995,3.4299999999999997,2.4499999999999997,1.47,0.98,0.49,0.0,0.0,0.0,0.0,0.0,0.49,0.98,1.47,2.4499999999999997,3.4299999999999997,4.8999999999999995,6.37,7.84
552,7.68,6.24,4.8,3.3599999999999994,2.4,1.44,0.96,0.48,0.0,0.0,0.0,0.0,0.0,0.48,0.96,1.44,2.4,3.3599999999999994,4.8,6.24,7.68
553,7.52,6.109999999999999,4.699999999999999,3.2899999999999996,2.3499999999999996,1.4100000000000001,0.94,0.47,0.0,0.0,0.0,0.0,0.0,0.47,0.94,1.4100000000000001,2.3499999999999996,3.2899999999999996,4.699999999999999,6.109999999999999,7.52
554,7.359999999999999,5.9799999999999995,4.6,3.2199999999999998,2.3,1.3800000000000001,0.9199999999999999,0.45999999999999996,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.9199999999999999,1.3800000000000001,2.3,3.2199999999999998,4.6,5.9799999999999995,7.359999999999999
555,7.199999999999999,5.85,4.5,3.1499999999999995,2.25,1.35,0.8999999999999999,0.44999999999999996,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.8999999999999999,1.35,2.25,3.1499999999999995,4.5,5.85,7.199999999999999
556,7.039999999999999,5.72,4.3999999999999995,3.0799999999999996,2.1999999999999997,1.32,0.8799999999999999,0.43999999999999995,0.0,0.0,0.0,0.0,0.0,0.43999999999999995,0.8799999999999999,1.32,2.1999999999999997,3.0799999999999996,4.3999999999999995,5.72,7.039999999999999
557,6.879999999999999,5.59,4.3,3.01,2.15,1.29,0.8599999999999999,0.42999999999999994,0.0,0.0,0.0,0.0,0.0,0.42999999999999994,0.8599999999999999,1.29,2.15,3.01,4.3,5.59,6.879999999999999
558,6.720000000000001,5.46,4.199999999999999,2.9399999999999995,2.0999999999999996,1.26,0.8400000000000001,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.8400000000000001,1.26,2.0999999999999996,2.9399999999999995,4.199999999999999,5.46,6.720000000000001
559,6.5600000000000005,5.33,4.1,2.869999999999999,2.05,1.23,0.8200000000000001,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.8200000000000001,1.23,2.05,2.869999999999999,4.1,5.33,6.5600000000000005
560,6.4,5.199999999999999,4.0,2.8,2.0,1.2000000000000002,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.8,1.2000000000000002,2.0,2.8,4.0,5.199999999999999,6.4
561,6.24,5.069999999999999,3.8999999999999995,2.7299999999999995,1.9499999999999997,1.1700000000000002,0.78,0.39,0.0,0.0,0.0,0.0,0.0,0.39,0.78,1.1700000000000002,1.9499999999999997,2.7299999999999995,3.8999999999999995,5.069999999999999,6.24
562,6.08,4.9399999999999995,3.8,2.6599999999999993,1.9,1.1400000000000001,0.76,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.76,1.1400000000000001,1.9,2.6599999999999993,3.8,4.9399999999999995,6.08
