level,trim_-6.0,trim_-5.0,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
0,0.026,0.021,0.017,0.014,0.012,0.01,0.008,0.005,0.002,0.001,0,0.019,0.038,0.056,0.075
0.01,0.02,0.015,0.011,0.009,0.007,0.004,0.002,0,-0.003,-0.002,0,0.018,0.036,0.055,0.074
0.02,0.015,0.01,0.005,0.003,0.001,-0.001,-0.003,-0.006,-0.008,-0.004,0,0.017,0.034,0.052,0.071
0.03,0.009,0.005,0,-0.002,-0.005,-0.007,-0.009,-0.01,-0.011,-0.006,0,0.017,0.034,0.052,0.07
0.04,0.003,-0.002,-0.005,-0.008,-0.01,-0.012,-0.014,-0.014,-0.015,-0.008,0,0.016,0.032,0.05,0.068
0.05,-0.0025,-0.0075,-0.0105,-0.013,-0.014666667,-0.016333333,-0.017833333,-0.017,-0.016833333,-0.008833333,0,0.015833333,0.031666667,0.0495,0.067333333
0.06,-0.008,-0.013,-0.016,-0.018,-0.019333333,-0.020666667,-0.021666667,-0.02,-0.018666667,-0.009666667,0,0.015666667,0.031333333,0.049,0.066666667
0.07,-0.0135,-0.0185,-0.0215,-0.023,-0.024,-0.025,-0.0255,-0.023,-0.0205,-0.0105,0,0.0155,0.031,0.0485,0.066
0.08,-0.019,-0.024,-0.027,-0.028,-0.028666667,-0.029333333,-0.029333333,-0.026,-0.022333333,-0.011333333,0,0.015333333,0.030666667,0.048,0.065333333
0.09,-0.0245,-0.0295,-0.0325,-0.033,-0.033333333,-0.033666667,-0.033166667,-0.029,-0.024166667,-0.012166667,0,0.015166667,0.030333333,0.0475,0.064666667
0.1,-0.03,-0.035,-0.038,-0.038,-0.038,-0.038,-0.037,-0.032,-0.026,-0.013,0,0.015,0.03,0.047,0.064
0.11,-0.0347,-0.0392,-0.0416,-0.0413,-0.041,-0.0402,-0.0385,-0.0328,-0.0262,-0.0131,0,0.0149,0.0299,0.0468,0.0637
0.12,-0.0394,-0.0434,-0.0452,-0.0446,-0.044,-0.0424,-0.04,-0.0336,-0.0264,-0.0132,0,0.0148,0.0298,0.0466,0.0634
0.13,-0.0441,-0.0476,-0.0488,-0.0479,-0.047,-0.0446,-0.0415,-0.0344,-0.0266,-0.0133,0,0.0147,0.0297,0.0464,0.0631
0.14,-0.0488,-0.0518,-0.0524,-0.0512,-0.05,-0.0468,-0.043,-0.0352,-0.0268,-0.0134,0,0.0146,0.0296,0.0462,0.0628
0.15,-0.0535,-0.056,-0.056,-0.0545,-0.053,-0.049,-0.0445,-0.036,-0.027,-0.0135,0,0.0145,0.0295,0.046,0.0625
0.16,-0.0582,-0.0602,-0.0596,-0.0578,-0.056,-0.0512,-0.046,-0.0368,-0.0272,-0.0136,0,0.0144,0.0294,0.0458,0.0622
0.17,-0.0629,-0.0644,-0.0632,-0.0611,-0.059,-0.0534,-0.0475,-0.0376,-0.0274,-0.0137,0,0.0143,0.0293,0.0456,0.0619
0.18,-0.0676,-0.0686,-0.0668,-0.0644,-0.062,-0.0556,-0.049,-0.0384,-0.0276,-0.0138,0,0.0142,0.0292,0.0454,0.0616
0.19,-0.0723,-0.0728,-0.0704,-0.0677,-0.065,-0.0578,-0.0505,-0.0392,-0.0278,-0.0139,0,0.0141,0.0291,0.0452,0.0613
0.2,-0.077,-0.077,-0.074,-0.071,-0.068,-0.06,-0.052,-0.04,-0.028,-0.014,0,0.014,0.029,0.045,0.061
0.21,-0.0802,-0.0797,-0.0759,-0.0723,-0.0688,-0.0604,-0.0521,-0.04,-0.028,-0.014,0,0.0141,0.0291,0.045,0.0609
0.22,-0.0834,-0.0824,-0.0778,-0.0736,-0.0696,-0.0608,-0.0522,-0.04,-0.028,-0.014,0,0.0142,0.0292,0.045,0.0608
