level,trim_-6.0,trim_-5.5,trim_-5.0,trim_-4.5,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
162,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
163,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
164,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
165,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
166,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
167,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
168,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
169,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
170,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
171,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
172,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
173,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
174,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
175,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
176,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
177,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
178,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
179,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
180,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
181,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
182,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
183,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
184,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
185,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
186,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
187,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
188,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
189,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
190,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
191,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
192,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
193,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
194,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
195,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
196,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
197,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
198,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
199,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
200,-77.0,-70.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
201,-77.0,-70.05,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
202,-77.0,-70.1,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
203,-77.0,-70.15,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
204,-77.0,-70.2,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
205,-77.0,-70.25,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
206,-77.0,-70.3,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
207,-77.0,-70.35,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
208,-77.0,-70.4,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
209,-77.0,-70.45,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
210,-77.0,-70.5,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
211,-77.0,-70.55,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
212,-77.0,-70.6,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
213,-77.0,-70.65,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
214,-77.0,-70.7,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
215,-77.0,-70.75,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
216,-77.0,-70.8,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
217,-77.0,-70.85,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
218,-77.0,-70.9,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
219,-77.0,-70.95,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
220,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
221,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
222,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
223,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
224,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
225,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
226,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
227,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
228,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
229,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
230,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
231,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
232,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
233,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
234,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
235,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
236,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
237,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
238,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
239,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
240,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
241,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
242,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
243,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
244,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
245,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
246,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
247,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
248,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
249,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
250,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
251,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
252,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
253,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
254,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
255,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
256,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
257,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
258,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
259,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
260,-77.0,-71.0,-64.0,-58.0,-51.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
261,-77.0,-71.0,-64.0,-58.0,-51.05,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
262,-77.0,-71.0,-64.0,-58.0,-51.1,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
263,-77.0,-71.0,-64.0,-58.0,-51.15,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
264,-77.0,-71.0,-64.0,-58.0,-51.2,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
265,-77.0,-71.0,-64.0,-58.0,-51.25,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
266,-77.0,-71.0,-64.0,-58.0,-51.3,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
267,-77.0,-71.0,-64.0,-58.0,-51.35,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
268,-77.0,-71.0,-64.0,-58.0,-51.4,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
269,-77.0,-71.0,-64.0,-58.0,-51.45,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
270,-77.0,-71.0,-64.0,-58.0,-51.5,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
271,-77.0,-71.0,-64.0,-58.0,-51.55,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
272,-77.0,-71.0,-64.0,-58.0,-51.6,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
273,-77.0,-71.0,-64.0,-58.0,-51.65,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
274,-77.0,-71.0,-64.0,-58.0,-51.7,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
275,-77.0,-71.0,-64.0,-58.0,-51.75,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
276,-77.0,-71.0,-64.0,-58.0,-51.8,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
277,-77.0,-71.0,-64.0,-58.0,-51.85,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
278,-77.0,-71.0,-64.0,-58.0,-51.9,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
279,-77.0,-71.0,-64.0,-58.0,-51.95,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
280,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
281,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
282,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
283,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
284,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
285,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
286,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
287,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
288,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
289,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
290,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
291,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
292,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
293,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
294,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
295,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
296,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
297,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
298,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
299,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
300,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
301,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
302,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
303,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
304,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
305,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
306,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
307,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
308,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
309,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
310,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
311,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
312,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
313,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
314,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
315,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
316,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
317,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
318,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
319,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
320,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
321,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
322,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
323,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
324,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
325,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
326,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
327,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
328,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
329,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
330,-77.0,-71.0,-64.0,-58.0,-52.0,-45.0,-39.0,-32.0,-26.0,-19.0,-13.0,-6.0,0.0,7.0,13.0,20.0,26.0
