level,trim_-5.0,trim_-4.5,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
2266,-177.66,-161.128,-144.064,-127.064,-109.532,-91.532,-73.532,-55.532,-37.0,-19.0,0.0,19.0,38.0,57.0,76.468
2267,-177.67,-161.136,-144.068,-127.068,-109.534,-91.534,-73.534,-55.534,-37.0,-19.0,0.0,19.0,38.0,57.0,76.466
2268,-177.68,-161.144,-144.072,-127.072,-109.536,-91.536,-73.536,-55.536,-37.0,-19.0,0.0,19.0,38.0,57.0,76.464
2269,-177.69,-161.152,-144.076,-127.076,-109.538,-91.538,-73.538,-55.538,-37.0,-19.0,0.0,19.0,38.0,57.0,76.462
2270,-177.7,-161.16,-144.08,-127.08,-109.54,-91.54,-73.54,-55.54,-37.0,-19.0,0.0,19.0,38.0,57.0,76.46
2271,-177.71,-161.168,-144.084,-127.084,-109.542,-91.542,-73.542,-55.542,-37.0,-19.0,0.0,19.0,38.0,57.0,76.458
2272,-177.72,-161.176,-144.088,-127.088,-109.544,-91.544,-73.544,-55.544,-37.0,-19.0,0.0,19.0,38.0,57.0,76.456
2273,-177.73,-161.184,-144.092,-127.092,-109.546,-91.546,-73.546,-55.546,-37.0,-19.0,0.0,19.0,38.0,57.0,76.454
2274,-177.74,-161.192,-144.096,-127.096,-109.548,-91.548,-73.548,-55.548,-37.0,-19.0,0.0,19.0,38.0,57.0,76.452
2275,-177.75,-161.2,-144.1,-127.1,-109.55,-91.55,-73.55,-55.55,-37.0,-19.0,0.0,19.0,38.0,57.0,76.45
2276,-177.76,-161.208,-144.104,-127.104,-109.552,-91.552,-73.552,-55.552,-37.0,-19.0,0.0,19.0,38.0,57.0,76.448
2277,-177.77,-161.216,-144.108,-127.108,-109.554,-91.554,-73.554,-55.554,-37.0,-19.0,0.0,19.0,38.0,57.0,76.446
2278,-177.78,-161.224,-144.112,-127.112,-109.556,-91.556,-73.556,-55.556,-37.0,-19.0,0.0,19.0,38.0,57.0,76.444
2279,-177.79,-161.232,-144.116,-127.116,-109.558,-91.558,-73.558,-55.558,-37.0,-19.0,0.0,19.0,38.0,57.0,76.442
2280,-177.8,-161.24,-144.12,-127.12,-109.56,-91.56,-73.56,-55.56,-37.0,-19.0,0.0,19.0,38.0,57.0,76.44
2281,-177.81,-161.248,-144.124,-127.124,-109.562,-91.562,-73.562,-55.562,-37.0,-19.0,0.0,19.0,38.0,57.0,76.438
2282,-177.82,-161.256,-144.128,-127.128,-109.564,-91.564,-73.564,-55.564,-37.0,-19.0,0.0,19.0,38.0,57.0,76.436
2283,-177.83,-161.264,-144.132,-127.132,-109.566,-91.566,-73.566,-55.566,-37.0,-19.0,0.0,19.0,38.0,57.0,76.434
2284,-177.84,-161.272,-144.136,-127.136,-109.568,-91.568,-73.568,-55.568,-37.0,-19.0,0.0,19.0,38.0,57.0,76.432
2285,-177.85,-161.28,-144.14,-127.14,-109.57,-91.57,-73.57,-55.57,-37.0,-19.0,0.0,19.0,38.0,57.0,76.43
2286,-177.86,-161.288,-144.144,-127.144,-109.572,-91.572,-73.572,-55.572,-37.0,-19.0,0.0,19.0,38.0,57.0,76.428
2287,-177.87,-161.296,-144.148,-127.148,-109.574,-91.574,-73.574,-55.574,-37.0,-19.0,0.0,19.0,38.0,57.0,76.426
2288,-177.88,-161.304,-144.152,-127.152,-109.576,-91.576,-73.576,-55.576,-37.0,-19.0,0.0,19.0,38.0,57.0,76.424
2289,-177.89,-161.312,-144.156,-127.156,-109.578,-91.578,-73.578,-55.578,-37.0,-19.0,0.0,19.0,38.0,57.0,76.422
2290,-177.9,-161.32,-144.16,-127.16,-109.58,-91.58,-73.58,-55.58,-37.0,-19.0,0.0,19.0,38.0,57.0,76.42
