level,list_-3.0,list_-2.5,list_-2.0,list_-1.5,list_-1.0,list_-0.5,list_0.0,list_0.5,list_1.0,list_1.5,list_2.0,list_2.5,list_3.0
0,31.0,24.0,19.0,13.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,31.0,24.1,19.0,13.1,8.1,3.1,0.0,-0.4,-0.7,-1.0,-1.3,-1.5,-1.7
20,31.0,24.2,19.0,13.2,8.2,3.2,0.0,-0.8,-1.4,-2.0,-2.6,-3.0,-3.4
30,31.0,24.3,19.0,13.3,8.3,3.3,0.0,-1.2000000000000002,-2.0999999999999996,-3.0,-3.9000000000000004,-4.5,-5.1
40,31.0,24.4,19.0,13.4,8.4,3.4,0.0,-1.6,-2.8,-4.0,-5.2,-6.0,-6.8
50,31.0,24.5,19.0,13.5,8.5,3.5,0.0,-2.0,-3.5,-5.0,-6.5,-7.5,-8.5
60,31.0,24.6,19.0,13.6,8.6,3.6,0.0,-2.4000000000000004,-4.199999999999999,-6.0,-7.800000000000001,-9.0,-10.2
70,31.0,24.7,19.0,13.7,8.7,3.7,0.0,-2.8000000000000003,-4.8999999999999995,-7.0,-9.1,-10.5,-11.9
80,31.0,24.8,19.0,13.8,8.8,3.8,0.0,-3.2,-5.6,-8.0,-10.4,-12.0,-13.6
90,31.0,24.9,19.0,13.9,8.9,3.9,0.0,-3.6,-6.3,-9.0,-11.700000000000001,-13.5,-15.299999999999999
100,31.0,25.0,19.0,14.0,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
110,31.0,24.9,19.0,13.9,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
120,31.0,24.8,19.0,13.8,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
130,31.0,24.7,19.0,13.7,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
140,31.0,24.6,19.0,13.6,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
150,31.0,24.5,19.0,13.5,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
160,31.0,24.4,19.0,13.4,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
170,31.0,24.3,19.0,13.3,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
180,31.0,24.2,19.0,13.2,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
190,31.0,24.1,19.0,13.1,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
200,31.0,24.0,19.0,13.0,9.0,4.0,0.0,-4.0,-7.0,-10.0,-13.0,-15.0,-17.0
