level,list_-5.0,list_-4.0,list_-3.0,list_-2.0,list_-1.0,list_0.0,list_1.0,list_2.0,list_3.0,list_4.0,list_5.0
401,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
402,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
403,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
404,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
405,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
406,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
407,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
408,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
409,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
410,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
411,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
412,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
413,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
414,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
415,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
416,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
417,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
418,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
419,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
420,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
421,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
422,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
423,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
424,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
425,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
426,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
427,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
428,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
429,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
430,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
431,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
432,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
433,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
434,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
435,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
436,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
437,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
438,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
439,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
440,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
441,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
442,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
443,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
444,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
445,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
446,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
447,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
448,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
449,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
450,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
451,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
452,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
453,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
454,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
455,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
456,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
457,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
458,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
459,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
460,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
461,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
462,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
463,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
464,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
465,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
466,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
467,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
468,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
469,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
470,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
471,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
472,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
473,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
474,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
475,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
476,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
477,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
478,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
479,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
480,-3.4,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
481,-3.41,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
482,-3.42,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
483,-3.43,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
484,-3.44,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
485,-3.45,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
486,-3.46,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
487,-3.47,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
488,-3.48,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
489,-3.49,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
490,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
491,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
492,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
493,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
494,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
495,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
496,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
497,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
498,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
499,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
500,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
501,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
502,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
503,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
504,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
505,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
506,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
507,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
508,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
509,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
510,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
511,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
512,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
513,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
514,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
515,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
516,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
517,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
518,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
519,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
520,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
521,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
522,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
523,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
524,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
525,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
526,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
527,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
528,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
529,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
530,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
531,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
532,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
533,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
534,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
535,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
536,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
537,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
538,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
539,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
540,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
541,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
542,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
543,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
544,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
545,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
546,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
547,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
548,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
549,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
550,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
551,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
552,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
553,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
554,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
555,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
556,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
557,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
558,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
559,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
560,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
561,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
562,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
563,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
564,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
565,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
566,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
567,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
568,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
569,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
570,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
571,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
572,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
573,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
574,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
575,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
576,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
577,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
578,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
579,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
580,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
581,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
582,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
583,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
584,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
585,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
586,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
587,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
588,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
589,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
590,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
591,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
592,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
593,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
594,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
595,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
596,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
597,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
598,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
599,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
600,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
601,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
602,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
603,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
604,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
605,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
606,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
607,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
608,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
609,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
610,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
611,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
612,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
613,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
614,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
615,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
616,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
617,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
618,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
619,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
620,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
621,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
622,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
623,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
624,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
625,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
626,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
627,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
628,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
629,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
630,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
631,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
632,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
633,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
634,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
635,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
636,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
637,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
638,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
639,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
640,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
641,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
642,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
643,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
644,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
645,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
646,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
647,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
648,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
649,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
650,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
651,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
652,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
653,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
654,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
655,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
656,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
657,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
658,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
659,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
660,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
661,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
662,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
663,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
664,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
665,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
666,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
667,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
668,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
669,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
670,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
671,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
672,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
673,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
674,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
675,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
676,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
677,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
678,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
679,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
680,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
681,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
682,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
683,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
684,-3.5,-2.8,-2.1,-1.4,-0.7,0,0.7,1.4,2.1,2.8,3.5
