level,trim_-5.0,trim_-4.5,trim_-4.0,trim_-3.5,trim_-3.0,trim_-2.5,trim_-2.0,trim_-1.5,trim_-1.0,trim_-0.5,trim_0.0,trim_0.5,trim_1.0,trim_1.5,trim_2.0
0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,23.0,47.0,70.0,94.0
10,-2.7,-3.5999999999999996,-3.5,-4.3,-4.1,-4.8,-4.5,-3.9000000000000004,-3.7,-2.0,0.0,22.8,46.6,69.5,93.4
20,-9.4,-10.2,-10.0,-10.6,-10.2,-10.6,-10.0,-8.8,-7.4,-4.0,0.0,22.6,46.2,69.0,92.8
30,-16.1,-16.799999999999997,-16.5,-16.9,-16.299999999999997,-16.4,-15.5,-13.700000000000001,-11.100000000000001,-6.0,0.0,22.4,45.8,68.5,92.2
40,-22.8,-23.4,-23.0,-23.2,-22.4,-22.2,-21.0,-18.6,-14.8,-8.0,0.0,22.2,45.4,68.0,91.6
50,-29.5,-30.0,-29.5,-29.5,-28.5,-28.0,-26.5,-23.5,-18.5,-10.0,0.0,22.0,45.0,67.5,91.0
60,-36.2,-36.599999999999994,-36.0,-35.8,-34.599999999999994,-33.8,-32.0,-28.400000000000002,-22.200000000000003,-12.0,0.0,21.8,44.6,67.0,90.4
70,-42.9,-43.199999999999996,-42.5,-42.1,-40.699999999999996,-39.6,-37.5,-33.300000000000004,-25.900000000000002,-14.0,0.0,21.6,44.2,66.5,89.8
80,-49.6,-49.8,-49.0,-48.4,-46.8,-45.4,-43.0,-38.2,-29.6,-16.0,0.0,21.4,43.8,66.0,89.2
90,-56.300000000000004,-56.4,-55.5,-54.699999999999996,-52.9,-51.199999999999996,-48.5,-43.1,-33.300000000000004,-18.0,0.0,21.2,43.4,65.5,88.6
100,-63.0,-63.0,-62.0,-61.0,-59.0,-57.0,-54.0,-48.0,-37.0,-20.0,0.0,21.0,43.0,65.0,88.0
110,-67.9,-67.6,-66.4,-65.0,-62.6,-59.9,-55.9,-48.9,-37.2,-20.0,0.0,21.0,42.9,64.9,87.8
120,-72.8,-72.2,-70.8,-69.0,-66.2,-62.8,-57.8,-49.8,-37.4,-20.0,0.0,21.0,42.8,64.8,87.6
130,-77.7,-76.8,-75.2,-73.0,-69.8,-65.7,-59.7,-50.7,-37.6,-20.0,0.0,21.0,42.7,64.7,87.4
140,-82.6,-81.4,-79.6,-77.0,-73.4,-68.6,-61.6,-51.6,-37.8,-20.0,0.0,21.0,42.6,64.6,87.2
150,-87.5,-86.0,-84.0,-81.0,-77.0,-71.5,-63.5,-52.5,-38.0,-20.0,0.0,21.0,42.5,64.5,87.0
160,-92.4,-90.6,-88.4,-85.0,-80.6,-74.4,-65.4,-53.4,-38.2,-20.0,0.0,21.0,42.4,64.4,86.8
170,-97.30000000000001,-95.19999999999999,-92.80000000000001,-89.0,-84.2,-77.3,-67.3,-54.3,-38.4,-20.0,0.0,21.0,42.3,64.3,86.6
180,-102.2,-99.8,-97.2,-93.0,-87.8,-80.2,-69.2,-55.2,-38.6,-20.0,0.0,21.0,42.2,64.2,86.4
190,-107.1,-104.4,-101.6,-97.0,-91.4,-83.1,-71.1,-56.1,-38.8,-20.0,0.0,21.0,42.1,64.1,86.2
200,-112.0,-109.0,-106.0,-101.0,-95.0,-86.0,-73.0,-57.0,-39.0,-20.0,0.0,21.0,42.0,64.0,86.0
210,-115.5,-112.1,-108.6,-103.1,-96.4,-86.8,-73.4,-57.2,-39.1,-20.0,0.0,21.0,42.0,63.9,85.9
220,-119.0,-115.2,-111.2,-105.2,-97.8,-87.6,-73.8,-57.4,-39.2,-20.0,0.0,21.0,42.0,63.8,85.8
